"idencuesta","c01","c02","c03","c04","c05_01","c05_02","c05_03","c05_04","c05_05","c05_06","c05_07","c05_08","c06_01","c06_02","c06_03","c06_04","c06_05","c06_06","c11","c13","c14_01","c14_02","d05_02","d05_04","m0_sexo","m0_edad","m01","m35"
9102031,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,3,3,3,2,2,3,3,4,4,2,56,5,4
9102032,1,2,2,1,2,1,2,,2,1,1,2,1,1,2,3,2,1,2,1,1,3,4,4,2,42,7,3
9102033,1,2,2,1,4,1,4,3,4,3,1,3,1,1,1,2,3,1,2,1,1,3,4,5,1,62,2,2
9102041,1,2,2,1,1,1,3,1,1,3,1,1,1,1,1,1,4,1,2,1,3,3,5,3,1,60,2,3
9102042,1,2,2,1,1,1,2,4,2,4,1,4,1,1,1,,5,,2,1,3,5,5,4,2,67,5,2
9102043,2,2,2,1,1,1,5,1,1,1,1,1,1,1,1,3,4,3,1,1,1,5,4,4,1,34,7,3
9102051,1,2,2,1,1,1,1,1,1,1,3,2,1,1,1,5,4,1,2,1,3,3,4,2,1,48,5,2
9102052,1,2,2,1,1,1,3,3,3,1,1,1,1,1,1,3,3,3,2,1,2,3,4,4,2,36,5,2
9102053,4,3,3,2,3,1,2,1,1,1,1,1,1,1,2,2,3,2,2,4,2,1,1,1,2,46,5,2
9102062,2,2,3,1,3,1,2,2,2,2,2,3,1,1,1,3,5,3,2,2,3,4,4,1,1,48,3,3
9102063,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,5,2,50,5,3
9102071,2,2,2,2,2,1,3,4,1,3,1,3,1,1,1,4,4,3,2,4,3,3,4,3,1,40,8,1
9102072,1,2,2,2,1,1,5,,1,1,1,2,2,2,2,2,3,2,1,2,2,3,4,4,2,27,4,2
9102073,3,2,2,2,1,1,4,1,1,,1,1,,,3,3,3,3,2,5,4,5,4,3,2,33,5,2
9102082,2,3,2,3,1,1,4,3,2,4,2,1,1,1,1,2,2,2,2,1,1,5,5,3,2,47,5,3
9102083,4,2,2,3,3,3,4,4,3,3,3,3,4,2,4,4,4,4,2,3,1,1,1,2,2,58,4,1
9102092,4,,3,3,2,3,3,4,4,3,4,3,2,2,3,1,1,1,2,3,1,1,3,5,1,32,5,2
9102101,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,1,1,1,4,4,2,70,2,2
9102102,2,2,2,1,2,1,4,3,2,1,1,2,3,1,1,2,4,2,2,1,1,2,5,2,2,64,3,3
9102103,4,2,2,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,34,2,1
9102111,3,2,2,1,2,1,4,1,1,1,1,3,1,1,1,3,5,2,2,1,1,1,1,5,2,38,3,2
9102112,1,2,2,1,2,2,4,2,2,1,1,2,1,1,1,2,4,4,2,1,3,1,5,5,2,37,5,3
9108011,1,2,2,1,1,1,3,,1,1,1,1,1,1,1,1,5,3,2,1,1,1,5,1,2,58,5,1
9108012,3,2,2,1,2,1,3,3,3,3,3,3,2,2,2,2,3,3,2,2,1,5,4,4,2,52,5,1
9108013,2,2,1,1,3,1,3,2,3,2,3,4,1,1,1,1,1,3,2,1,3,3,5,3,2,72,3,1
9108023,2,2,2,1,2,2,4,3,2,2,2,3,2,3,3,2,4,2,2,2,4,4,5,4,2,36,8,3
9108031,2,2,2,2,1,1,4,4,1,2,1,2,1,2,1,5,5,4,2,4,5,5,4,3,2,29,9,3
9108032,1,2,2,1,1,1,5,3,3,3,2,3,1,1,1,2,3,3,1,1,2,3,5,4,1,19,8,1
9108033,4,2,2,1,2,1,4,2,2,,1,5,1,2,1,4,5,4,2,1,1,1,4,4,2,50,5,1
9108041,2,2,2,1,3,3,3,3,3,3,3,3,2,2,2,3,3,3,1,1,1,3,5,5,1,19,8,2
9108042,3,2,2,3,3,1,4,,2,3,3,3,1,1,1,5,5,4,2,1,2,1,4,4,2,39,7,2
9108043,1,2,3,1,1,1,5,4,1,2,1,1,3,2,1,4,4,3,2,2,2,3,5,5,2,55,3,1
9108052,5,2,1,2,3,1,4,3,1,5,3,3,2,1,1,1,1,2,1,1,3,3,5,5,1,72,10,6
9108061,4,2,2,2,1,1,4,1,4,3,3,2,1,1,1,1,1,2,2,1,1,1,5,1,1,27,5,1
9108062,1,2,2,3,3,1,4,4,3,3,2,4,1,1,1,4,5,5,1,1,1,3,4,4,1,71,9,1
9108063,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,3,1,1,1,1,5,5,2,38,3,1
9108071,3,2,2,1,1,1,4,3,3,2,3,3,1,2,1,1,1,2,2,1,1,1,4,5,2,54,5,1
9108072,2,2,2,1,3,3,4,2,3,5,2,2,4,4,2,2,3,4,2,3,3,4,4,4,2,28,6,2
9108073,2,2,2,1,2,1,5,4,1,1,1,3,1,1,1,1,2,4,2,1,1,1,5,5,2,42,4,1
9108081,1,2,2,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,2,1,3,3,5,4,1,57,5,1
9108082,1,2,2,1,1,1,5,1,1,3,1,2,1,1,1,3,5,3,2,1,3,5,5,5,2,43,3,1
9108083,1,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,5,2,48,2,1
9108091,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,4,5,4,1,2,3,3,4,4,2,25,7,3
9108092,2,2,2,1,3,2,5,3,1,2,2,2,2,3,2,3,4,3,2,2,3,3,4,3,2,56,3,1
9108101,2,2,2,1,2,3,3,3,2,2,2,3,1,3,2,4,2,,2,2,2,4,5,2,2,51,5,1
9108102,3,2,2,2,3,1,2,2,2,2,3,3,1,2,1,1,2,1,2,1,1,3,5,4,2,49,5,1
9108103,1,2,2,1,1,1,3,,1,3,1,1,1,2,1,1,4,3,1,1,2,3,4,1,1,51,4,1
9108111,2,2,2,2,3,1,4,4,3,1,2,3,1,1,1,3,3,1,2,2,3,4,4,3,2,37,5,1
9108113,1,3,1,3,1,1,2,3,1,3,1,2,1,2,3,1,4,4,1,1,1,1,4,4,2,30,4,2
9109012,1,2,2,2,1,1,4,2,3,2,1,1,1,1,1,1,3,2,2,2,3,3,4,3,1,54,5,4
9109013,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,2,1,1,1,2,5,2,47,3,2
9109021,2,2,2,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,44,5,1
9109022,1,2,2,2,1,1,3,,1,2,1,1,1,1,1,1,1,1,2,1,2,1,4,4,2,44,5,3
9109023,,3,3,,,,,,,,,,1,1,1,1,1,1,2,1,1,1,3,,2,73,3,1
9109031,2,1,2,2,1,1,1,1,1,1,1,1,3,1,3,1,3,3,2,2,1,1,2,4,2,56,3,1
9109032,3,2,2,3,2,1,3,2,3,3,4,3,1,2,3,4,3,3,2,3,3,1,2,4,1,50,5,2
9109033,3,2,2,3,3,3,4,4,1,3,3,3,1,1,1,,2,,2,4,4,5,4,3,1,56,5,2
9109041,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,3,1,67,5,3
9109042,2,3,3,2,2,2,2,2,2,3,2,2,3,2,1,2,4,4,1,3,2,4,3,2,2,45,7,3
9109043,4,2,3,3,3,1,3,1,1,1,2,3,,3,,4,4,4,2,2,3,5,5,3,2,65,5,3
9109051,1,2,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,3,2,31,5,1
9109052,4,3,2,3,1,1,1,1,1,2,1,1,3,3,3,4,3,4,2,3,3,2,2,3,1,47,5,3
9109053,3,1,2,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,3,1,2,3,3,1,47,5,2
9109061,4,2,2,2,2,2,5,3,4,3,3,2,4,4,4,4,4,4,2,2,3,4,4,3,1,65,5,4
9109062,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,2,75,9,3
9109063,1,2,2,2,2,1,4,1,3,1,,1,1,1,1,1,1,1,2,1,1,1,4,3,2,60,2,1
9109071,3,2,2,2,2,2,4,1,2,4,3,2,1,1,3,1,1,1,1,1,3,5,4,2,1,36,5,1
9109072,1,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,5,3,1,38,4,1
9109073,4,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,5,1,65,4,1
9109081,,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,4,2,1,1,2,3,1,1,2,32,5,1
9109082,1,3,1,1,1,1,3,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,4,5,2,34,2,1
9109083,5,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,37,9,3
9109091,1,1,1,2,1,1,1,3,3,3,3,3,1,1,1,1,1,1,2,1,1,1,3,5,2,49,4,2
9109092,4,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,5,4,3,4,2,59,2,1
9109093,1,2,2,2,3,1,2,1,1,4,1,2,1,1,1,1,1,1,2,1,3,3,4,2,1,40,2,1
9109101,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,5,2
9109102,,,,,4,2,4,,1,3,3,4,,,,,,,1,3,3,3,3,3,2,70,2,
9109111,1,2,2,2,1,1,1,1,1,2,2,1,2,2,3,4,4,3,2,3,1,4,3,4,2,68,3,1
9109112,3,2,2,2,1,1,4,,2,2,3,2,,,,4,4,4,2,3,2,4,4,4,2,63,5,1
9109113,3,3,2,2,3,3,3,2,3,4,4,3,3,3,3,4,4,4,2,3,3,3,1,4,2,71,2,1
9111011,,2,2,2,1,1,3,,1,3,2,3,1,,2,4,4,3,2,3,2,2,4,3,1,32,5,1
9111012,2,2,2,2,1,1,3,2,1,1,1,1,,,,2,4,3,2,2,3,3,4,3,1,60,5,1
9111013,2,,2,2,3,2,3,4,3,3,4,4,4,3,3,4,3,3,2,3,1,1,1,3,2,48,5,3
9111021,3,2,2,2,2,1,2,4,2,2,1,5,4,4,4,4,4,3,2,4,4,5,3,4,1,32,9,2
9111022,1,2,2,2,2,2,3,1,3,2,1,3,3,3,3,3,4,4,2,3,3,3,4,3,1,35,5,1
9111023,1,2,2,2,4,1,4,2,3,1,1,4,1,1,1,4,4,2,2,1,3,3,4,3,2,61,4,1
9111032,2,2,2,2,2,1,4,2,2,1,2,2,2,2,2,2,3,3,2,2,3,3,4,3,1,53,5,1
9111033,3,2,2,2,2,1,3,1,1,3,1,3,1,1,1,,3,,2,3,3,3,4,2,2,73,5,2
9111041,1,3,3,3,1,1,1,1,1,1,1,1,,,,3,3,3,1,1,1,1,4,,1,35,2,1
9111042,1,2,2,2,2,1,4,4,2,3,2,2,1,1,1,4,4,5,2,1,1,1,5,3,2,37,5,2
9111043,1,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,4,1,2,4,5,5,5,3,1,45,5,2
9111053,1,2,2,2,1,1,4,2,2,3,1,1,1,1,1,2,3,2,2,2,1,3,4,3,1,56,5,1
9111061,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,3,1,37,2,3
9111062,1,2,2,2,1,1,3,3,2,3,2,2,2,2,3,4,3,2,2,2,3,3,4,4,2,31,9,1
9111063,,2,2,2,1,1,4,,,4,1,1,1,1,1,3,2,2,1,1,1,1,4,3,2,35,2,1
9111071,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,3,1,40,5,1
9111072,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,3,3,1,1,1,1,4,3,2,40,5,1
9111073,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,4,1,1,2,2,2,5,3,1,31,4,1
9111082,1,2,2,2,1,1,3,,1,3,1,1,1,1,1,4,1,2,2,1,2,4,5,2,2,65,9,4
9111083,1,2,2,2,2,1,3,1,3,1,1,1,1,1,2,5,4,2,2,4,2,5,5,5,2,52,8,3
9111091,1,2,2,,1,1,5,,3,3,1,2,1,1,1,4,4,4,2,2,4,4,4,3,2,36,5,2
9111092,2,2,2,2,2,2,2,,2,,2,2,1,1,1,1,1,3,2,1,1,1,4,,2,51,2,1
9111093,1,3,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,2,48,5,3
9111102,4,2,2,2,3,1,2,2,3,,2,3,1,1,1,3,3,2,2,1,1,1,4,3,2,75,2,1
9111103,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,2,2,2,3,2,2,4,3,1,72,9,1
9111112,3,3,3,3,1,1,4,3,3,4,4,2,3,2,4,3,3,3,1,1,1,1,3,5,2,60,5,1
9112012,1,2,2,1,1,1,2,1,2,2,1,1,1,1,4,1,2,2,2,1,1,1,4,1,1,32,4,1
9112013,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,5,5,2,52,7,1
9112021,1,2,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,5,2,65,2,1
9112022,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,4,1,2,46,2,1
9112023,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,5,5,2,23,7,1
9112031,1,2,2,3,1,1,3,3,1,3,1,1,1,1,1,3,1,1,1,4,3,3,5,1,1,25,5,1
9112032,1,2,2,1,1,2,4,1,1,3,1,1,2,1,1,1,1,1,2,4,3,3,5,5,1,30,9,2
9112041,1,2,2,1,1,1,3,3,2,3,1,1,1,1,1,2,3,1,2,3,3,2,5,4,1,25,8,1
9112042,4,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,1,74,4,1
9112043,1,2,2,1,2,1,3,3,4,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,2,30,5,2
9201021,2,2,2,1,2,2,3,3,2,2,2,2,1,1,1,1,3,1,2,1,1,1,3,2,2,73,5,3
9201022,2,2,2,1,1,1,3,1,3,3,2,1,1,1,1,1,1,1,2,1,2,2,3,3,2,63,8,3
9201023,2,3,2,2,3,3,5,4,1,1,1,2,1,1,1,3,3,3,2,3,3,3,4,3,1,34,5,1
9201032,4,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,2,40,2,1
9201033,,2,2,2,1,1,3,3,1,1,2,1,1,1,1,3,3,3,1,1,3,3,4,2,1,56,5,1
9201041,3,2,2,1,2,2,4,3,3,2,3,4,2,2,2,2,2,2,2,3,3,4,4,4,1,60,4,1
9201042,3,2,2,1,2,2,4,4,3,1,3,4,1,1,1,2,3,3,2,1,2,3,4,4,2,71,4,1
9201043,3,2,2,1,3,2,4,4,3,3,3,4,1,1,2,2,2,1,2,2,3,3,4,4,2,50,9,1
9201061,3,2,2,1,3,2,4,3,3,3,3,3,1,1,1,2,1,3,2,2,3,3,4,4,2,29,2,1
9201063,2,2,2,1,2,1,4,4,3,2,3,3,1,1,1,1,1,1,1,1,1,3,4,4,1,23,4,1
9201071,3,2,2,1,2,2,2,3,3,1,3,3,2,2,2,1,2,2,2,2,2,3,4,4,2,45,5,1
9201081,3,2,2,2,3,3,4,2,3,3,2,2,1,1,1,3,1,1,2,1,1,1,4,3,2,29,5,1
9201082,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,75,3,2
9201083,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,1,45,4,2
9201101,3,2,2,2,3,3,3,4,2,2,3,3,3,3,3,4,4,4,2,1,1,2,3,4,2,63,2,1
9201102,3,2,2,1,3,3,4,3,3,3,3,4,2,2,2,2,2,3,2,3,3,4,4,4,1,48,5,1
9201103,3,2,2,1,3,1,4,3,3,2,3,3,1,1,1,1,1,1,2,1,3,3,4,4,1,54,4,1
9201111,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,3,3,4,2,71,7,2
9201112,2,2,2,1,1,1,3,1,1,2,1,1,1,1,1,2,2,2,2,1,1,3,3,3,1,55,5,4
9201113,2,2,2,1,2,1,4,2,2,2,2,1,1,1,1,1,3,1,2,2,3,3,3,3,1,40,5,3
9201121,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,59,2,1
9201122,2,2,2,2,2,1,4,2,2,2,2,3,,,,3,3,3,2,2,2,2,4,3,2,42,5,2
9201123,3,2,1,2,2,2,3,2,2,1,2,1,1,1,1,1,2,1,2,2,3,3,3,3,1,43,4,3
9201132,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,3,3,2,43,4,3
9201141,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,3,2,3,1,48,4,2
9201142,3,2,2,2,1,2,3,3,3,3,3,3,3,2,3,4,4,4,1,1,1,1,2,4,1,27,5,1
9201143,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,2,33,5,2
9201151,1,2,2,1,1,1,3,4,4,2,1,3,1,1,1,1,1,1,1,1,2,3,5,5,2,24,5,1
9201152,2,3,2,1,2,3,4,2,3,2,2,3,2,2,2,2,2,1,2,1,3,3,4,4,1,63,3,1
9201153,3,2,2,1,3,2,4,2,3,3,3,3,1,1,2,3,2,2,2,2,3,3,4,5,1,36,3,1
9201161,4,2,2,2,2,2,2,3,3,4,4,4,2,2,2,3,3,4,2,4,4,3,4,4,1,55,7,4
9201162,2,2,2,2,1,1,3,4,2,3,1,1,3,3,3,4,4,4,2,1,2,2,4,3,2,38,7,1
9201163,3,2,2,2,1,2,4,4,1,2,2,1,3,3,3,4,3,4,2,4,4,4,4,2,1,54,9,4
9201171,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,3,4,1,46,5,3
9201172,2,2,1,2,1,1,2,1,3,1,1,2,2,1,1,1,1,1,2,1,3,3,4,3,2,35,5,2
9201173,2,2,2,2,1,1,4,3,3,2,2,2,1,1,1,1,1,1,2,2,3,3,3,3,2,34,5,2
9201181,2,2,2,2,2,2,2,3,1,1,2,2,,,1,1,4,2,1,1,2,2,4,3,1,33,4,2
9201182,,2,2,2,1,1,1,3,1,1,1,1,,,,4,3,1,2,2,2,2,4,3,2,46,6,2
9201183,,2,2,1,2,2,3,3,4,2,3,3,1,1,1,3,3,3,1,1,1,3,4,4,2,20,5,2
9201191,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,3,4,1,32,4,2
9201192,2,2,2,1,3,3,4,3,3,2,3,3,2,2,2,2,2,2,3,1,1,1,4,4,1,43,5,2
9201193,3,2,2,2,1,1,2,3,3,3,3,3,2,2,4,3,4,4,2,1,5,4,2,4,1,66,2,2
9201201,2,2,2,1,3,3,4,1,4,3,3,2,2,2,2,1,1,1,2,2,3,3,3,3,1,58,3,2
9201203,1,2,2,2,1,1,3,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,3,2,1,72,4,3
9201211,2,2,2,2,1,1,4,3,4,3,3,1,1,1,1,1,3,1,2,2,3,3,3,4,2,60,5,2
9201212,2,2,2,2,2,2,4,3,1,3,2,2,1,1,1,4,4,4,2,2,2,2,3,3,2,23,7,1
9201213,3,2,2,2,1,1,4,1,3,1,1,1,1,1,1,1,3,1,2,2,2,3,4,3,2,48,5,2
9201221,2,2,2,2,3,2,4,1,2,1,1,2,2,1,1,1,1,1,2,2,3,3,3,3,2,61,3,2
9201222,2,2,2,2,2,2,5,1,1,1,1,1,3,1,1,1,2,1,2,2,3,2,3,3,2,32,5,2
9201223,3,2,1,1,1,1,2,2,3,3,3,1,2,3,1,1,1,1,2,2,3,3,5,5,2,71,3,3
9201231,2,2,2,1,1,1,4,1,1,3,3,1,1,1,1,1,1,1,2,2,2,2,4,4,2,52,7,3
9201232,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,5,3,2,54,5,2
9201233,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,19,4,2
9201241,5,2,2,1,4,1,4,4,3,3,3,4,3,4,3,1,3,3,2,3,4,4,3,3,2,51,5,4
9201242,2,1,1,2,1,1,5,1,4,3,4,1,3,1,1,1,3,2,1,2,3,3,3,3,1,35,6,3
9201243,2,2,2,1,1,3,4,1,2,1,1,1,3,1,1,1,2,1,1,2,3,3,5,5,1,68,5,2
9201251,,,,,2,2,4,,2,,,3,,,,3,3,,2,1,2,2,4,3,2,69,2,1
9201252,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,1,35,4,3
10101011,2,2,3,3,3,3,2,3,2,3,3,1,,,,4,4,4,1,3,3,4,5,5,1,28,5,2
10101012,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,2,4,4,2,1,5,5,3,2,1,61,7,1
10101021,2,2,2,1,3,2,2,1,1,3,1,2,3,3,3,2,3,2,1,2,2,2,3,4,1,53,5,3
10101022,1,2,3,1,1,1,1,4,4,1,3,2,1,1,1,1,4,3,2,1,1,3,3,3,2,57,5,1
10101023,2,2,1,1,2,,4,3,3,,3,,,,1,3,2,3,2,1,1,3,3,3,1,75,3,3
10101031,1,2,2,1,1,1,4,3,4,3,3,4,3,1,1,4,4,1,1,2,3,4,5,4,2,48,5,2
10101032,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,2,1,1,5,5,5,1,70,3,6
10101033,1,2,2,1,1,1,3,3,1,1,1,1,1,1,1,3,3,3,1,1,1,1,2,2,2,58,5,3
10101041,1,2,3,1,3,3,4,3,3,3,2,3,1,1,1,1,3,2,1,2,2,3,4,5,2,34,5,1
10101042,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,5,3,1,22,8,3
10101043,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,4,4,4,1,48,2,2
10101052,1,2,2,3,2,1,3,4,2,3,2,1,1,1,1,4,4,4,2,2,2,4,5,5,2,29,8,2
10101053,1,2,2,1,1,1,3,4,3,3,1,2,1,1,1,4,5,3,1,1,2,3,1,5,1,30,5,3
10101061,2,2,2,3,2,2,4,4,3,4,3,1,3,2,2,4,4,4,2,2,2,3,5,5,2,34,7,3
10101062,3,2,3,2,3,1,3,4,3,2,1,2,2,1,1,3,2,3,1,2,3,4,4,4,2,43,5,2
10101063,3,3,3,3,3,2,3,3,3,4,3,3,2,2,2,3,3,3,1,3,2,3,4,3,2,36,9,4
10101071,4,2,3,2,2,1,4,3,4,1,2,1,2,3,2,4,4,4,1,2,2,3,4,3,2,31,7,2
10101073,3,3,3,3,3,1,3,1,3,2,1,3,3,3,3,4,3,3,1,1,2,5,4,5,2,60,4,2
10101081,3,2,2,1,1,1,4,3,5,3,3,3,1,1,1,3,3,3,2,1,1,3,4,4,2,64,9,2
10101082,4,3,2,2,1,1,3,3,3,1,1,3,1,1,1,1,3,2,2,1,3,3,5,5,2,41,7,4
10101083,2,2,3,3,2,1,2,2,3,3,3,2,2,2,3,3,3,3,2,2,2,5,4,4,2,35,5,1
10101091,4,2,2,3,3,1,3,2,2,3,4,3,2,2,1,1,3,2,1,1,1,4,4,4,2,47,3,2
10101092,1,2,2,1,1,1,4,1,1,1,1,1,1,2,1,4,1,1,1,2,1,4,5,2,2,36,2,1
10101093,2,2,2,3,3,3,3,3,4,3,3,3,1,3,3,3,3,3,2,3,3,4,5,4,1,22,8,3
10101101,1,3,2,3,2,2,4,3,3,3,3,1,1,1,1,3,3,3,1,1,3,1,5,5,2,28,8,1
10101102,1,2,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,3,1,5,4,2,73,4,2
10101103,2,2,2,1,1,1,4,4,1,3,1,1,1,1,1,3,3,3,1,1,2,4,4,4,1,27,6,1
10101121,3,2,2,2,4,1,3,1,3,1,3,5,1,3,1,,4,1,2,5,4,4,5,5,2,72,5,3
10101122,1,2,1,2,1,1,5,1,1,3,1,1,4,3,1,5,3,3,2,5,5,5,5,5,2,29,9,2
10101132,4,2,2,2,4,3,3,4,4,4,4,3,,,2,4,3,1,1,2,2,2,5,5,1,32,9,1
10101141,5,2,2,1,5,4,5,4,4,1,3,5,3,4,4,4,4,4,1,5,5,5,5,5,1,57,3,1
10101143,1,2,2,1,2,1,2,3,2,1,1,2,1,1,1,2,2,3,2,3,5,4,5,5,2,40,4,4
10101151,2,2,2,3,1,1,2,2,1,1,1,1,1,1,1,2,3,1,1,3,3,3,5,5,2,22,5,1
10101152,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,4,4,3,1,1,2,3,5,5,2,47,5,3
10101153,2,2,2,1,2,3,3,3,2,3,3,2,3,3,3,3,3,3,1,2,3,5,3,4,1,25,4,2
10101161,3,2,2,3,3,1,4,3,3,3,3,3,1,1,1,4,4,3,1,1,3,3,4,4,2,38,5,3
10101162,1,2,2,1,1,1,4,1,1,2,1,1,1,1,1,4,2,4,2,3,4,5,4,4,2,58,5,3
10101163,1,2,2,2,2,1,4,3,1,3,2,1,,,,3,4,2,2,1,1,4,4,4,1,56,5,2
10101171,1,2,2,1,2,1,4,2,1,3,1,2,2,2,2,3,4,4,2,5,5,4,4,3,1,26,9,2
10101181,3,2,2,3,3,1,4,2,2,3,3,2,2,2,2,3,3,3,1,1,1,3,5,5,2,35,3,1
10101182,1,3,2,1,1,1,2,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,5,5,2,39,5,1
10101183,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,1,26,5,2
10101191,1,2,2,1,1,1,3,3,3,3,1,1,2,1,1,4,4,4,1,3,5,5,4,3,2,28,9,2
10101192,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,3,4,3,2,1,3,3,4,3,2,42,2,1
10101193,1,2,2,2,1,1,5,4,5,2,3,3,2,3,2,1,4,3,1,1,1,2,5,5,2,18,4,1
10101201,3,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,3,5,5,5,5,2,36,3,2
10101202,1,3,2,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,5,3,2,61,3,
10101203,3,2,2,2,5,2,4,2,1,2,1,5,1,3,2,1,1,1,2,1,1,5,5,3,2,54,2,2
10101211,2,2,1,3,2,2,4,1,2,2,2,3,2,2,2,3,3,3,2,4,4,5,5,4,2,53,9,3
10101222,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,3,4,1,21,3,1
10101223,4,2,3,1,4,1,4,3,2,1,1,4,1,5,4,5,5,4,2,1,4,5,5,5,1,58,4,4
10101231,1,2,2,,1,1,3,1,2,1,5,1,1,1,1,1,1,4,2,1,1,1,5,3,1,54,2,1
10101232,2,2,2,1,2,1,3,3,1,1,1,1,1,1,1,1,3,1,2,1,3,3,5,5,1,59,4,1
10101233,3,2,1,1,3,2,3,3,2,2,2,3,2,2,2,2,4,4,1,2,4,4,5,5,1,41,3,1
10109022,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,4,4,2,2,5,4,4,5,3,2,55,9,6
10109023,3,2,2,2,2,1,4,1,1,1,3,3,2,2,1,1,3,2,2,1,1,3,4,4,2,65,1,1
10109032,1,2,2,1,1,1,2,2,2,1,3,1,1,1,1,4,4,4,1,1,2,4,5,4,2,22,6,2
10109033,2,2,2,2,2,2,4,3,3,2,3,3,2,2,2,3,3,2,1,3,3,5,5,5,2,39,2,2
11201012,2,2,2,1,2,2,3,2,2,2,2,2,,,,4,4,4,1,2,1,2,5,4,2,36,7,1
